title,company,location,link,logo,search_keywords,search_location
Data Scientist - Internship /Apprenticeship F/M,Betclic Group,"Bordeaux, Nouvelle-Aquitaine, France",https://fr.linkedin.com/jobs/view/data-scientist-internship-apprenticeship-f-m-at-betclic-group-4312044035,https://media.licdn.com/dms/image/v2/D4D0BAQG2k178CcGo8w/company-logo_100_100/company-logo_100_100/0/1732006364478/betclicgroup_logo?e=2147483647&v=beta&t=1jSRYrDmGi1uTaN5LrtKlMY29EVMocpDw8eT0UtqV0w,machine learning internship,France
Operations Research Scientist - Internship,Hexaly,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/operations-research-scientist-internship-at-hexaly-4306285008,https://media.licdn.com/dms/image/v2/D4E0BAQHNTr9t5LVR1Q/company-logo_100_100/company-logo_100_100/0/1701423315486/hexaly_logo?e=2147483647&v=beta&t=1XIvNujCHh4pdf-Bk2g_5DW0bbZbKJnQFRQ-gZqt2ks,machine learning internship,France
Intern Quantitative Strategist,QuantCube Technology,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/intern-quantitative-strategist-at-quantcube-technology-4318531037,https://media.licdn.com/dms/image/v2/C4D0BAQGguLnLCfumNg/company-logo_100_100/company-logo_100_100/0/1630937024136/q3_technology_logo?e=2147483647&v=beta&t=5xMk4kRrkaIxa2pcDu1rfXD6VQJAf3cKDQndj7WoM4s,machine learning internship,France
2026 Intern - Research Scientist,Adobe,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/2026-intern-research-scientist-at-adobe-4309786486,https://media.licdn.com/dms/image/v2/C560BAQFrtK-ioO1rsQ/company-logo_100_100/company-logo_100_100/0/1630645864762/adobe_logo?e=2147483647&v=beta&t=Vg0IkCp055jxAgqs_f7eIDMneyo1NkTWSvyAMoqnhd8,machine learning internship,France
Internship: The Algorithms and Applications team,Quandela,"Massy, Île-de-France, France",https://fr.linkedin.com/jobs/view/internship-the-algorithms-and-applications-team-at-quandela-4317939602,https://media.licdn.com/dms/image/v2/D4E0BAQGrGVccjEOB0g/company-logo_100_100/company-logo_100_100/0/1728909616156/quandela_logo?e=2147483647&v=beta&t=BVERWURqup93JFsftmQUH_8G2AyOpSHUPLOfb81C6dY,machine learning internship,France
"Intern, Software Development & AI",Symphony,"Sophia Antipolis, Provence-Alpes-Côte d'Azur, France",https://fr.linkedin.com/jobs/view/intern-software-development-ai-at-symphony-4306240569,https://media.licdn.com/dms/image/v2/D560BAQEj0XEBQJCPqQ/company-logo_100_100/company-logo_100_100/0/1719837522360/symphonycomm_logo?e=2147483647&v=beta&t=SYRuEUvtlQA6_qdpz_0XvpQ-wksZqkvmdy43gENxUug,machine learning internship,France
Reinforcement Learning Research Intern for Game AI,Sony Europe,"Puteaux, Île-de-France, France",https://fr.linkedin.com/jobs/view/reinforcement-learning-research-intern-for-game-ai-at-sony-europe-4286924679,https://media.licdn.com/dms/image/v2/C4D0BAQEfPJtf0fPSwQ/company-logo_100_100/company-logo_100_100/0/1650627226543?e=2147483647&v=beta&t=zpJBpqnt0iQqKL-WIK03xiFH-XtUH9VYZdYxPWRD26c,machine learning internship,France
Applied Science Intern,Datadog,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/applied-science-intern-at-datadog-4297598822,https://media.licdn.com/dms/image/v2/C560BAQFLwWfI6v1OPA/company-logo_100_100/company-logo_100_100/0/1657564322231/datadog_logo?e=2147483647&v=beta&t=dlPW8v-g84slr8mZQWdDifOplkT2MTCKM0ctVSBhkdU,machine learning internship,France
Strategy & AI Analyst Intern,耐克森中国,"Courbevoie, Île-de-France, France",https://fr.linkedin.com/jobs/view/strategy-ai-analyst-intern-at-%E8%80%90%E5%85%8B%E6%A3%AE%E4%B8%AD%E5%9B%BD-4310140993,https://media.licdn.com/dms/image/v2/C510BAQELcqAhxKqLqg/company-logo_100_100/company-logo_100_100/0/1630566703546/nexanschina_logo?e=2147483647&v=beta&t=dHLSkGXPlbIUcAWrlZidgzExhWGUKTg3SMA1_49OLFE,data science internship,France
"Research Scientist Intern, AI Core Machine Learning (PhD)",Meta,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/research-scientist-intern-ai-core-machine-learning-phd-at-meta-4313321055,https://media.licdn.com/dms/image/v2/D560BAQHBmbxCDP0JQQ/company-logo_100_100/B56ZlkdQSaI8AQ-/0/1758327015620/meta_logo?e=2147483647&v=beta&t=wKpKTUGAcanUzVRxCutYYO3NJ_Etr5c4n2AbPyOu260,data science internship,France
STAGE - Ingénieur de recherche en Deep learning (F/H),Dassault Systèmes,"Vélizy-Villacoublay, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-ing%C3%A9nieur-de-recherche-en-deep-learning-f-h-at-dassault-syst%C3%A8mes-4297274282,https://media.licdn.com/dms/image/v2/C560BAQHroRzeNTva6Q/company-logo_100_100/company-logo_100_100/0/1631330934922?e=2147483647&v=beta&t=Y_LaLgUh3t_AY4PloiAtAbGGfEr2fGl7C4_RBhQ7Vok,data science internship,France
Emerton Data - Associate Consultant & Data Scientist Internship,Emerton,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/emerton-data-associate-consultant-data-scientist-internship-at-emerton-4309237481,https://media.licdn.com/dms/image/v2/C510BAQE6Ns53xxW05A/company-logo_100_100/company-logo_100_100/0/1631380403967?e=2147483647&v=beta&t=WvAVUTV_QlSE96qXRxS3NjzSPPm2ghS6ceHP63WFWC8,data science internship,France
Stage Analyste de Données Sportives (H/F) - Canada,EIC - Experience Internship Canada,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-analyste-de-donn%C3%A9es-sportives-h-f-canada-at-eic-experience-internship-canada-4316285279,https://media.licdn.com/dms/image/v2/D4E0BAQGXY7qnCo_L8w/company-logo_100_100/B4EZY_yCeuG0AQ-/0/1744826804461/experience_internship_canada_logo?e=2147483647&v=beta&t=83yonKe2EfZd-JOJC4JF4UlMZper6c2JdrwpDJbiNQ4,data science internship,France
"Internship, Quantitative Research/Trading",Qube Research & Technologies,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/internship-quantitative-research-trading-at-qube-research-technologies-4310892633,https://media.licdn.com/dms/image/v2/C4E0BAQEUECsLWfg0Hg/company-logo_100_100/company-logo_100_100/0/1635758716096/qube_rt_logo?e=2147483647&v=beta&t=-mi67QQbOCmIn67lgwFLTTNEoVNvaNacbyMsepi7-_g,data science internship,France
Business Analyst Intern - Commercial (H/F),Picnic Technologies,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/business-analyst-intern-commercial-h-f-at-picnic-technologies-4093055715,https://media.licdn.com/dms/image/v2/C4D0BAQHS7qmjAasAyw/company-logo_100_100/company-logo_100_100/0/1636644894680/picnictechnologies_logo?e=2147483647&v=beta&t=qCx13rPUpY6z5xZYiq5HpollDJ668ZCl0yzcb6wuSSo,data science internship,France
Stagiaire Computational Chemistry (H/F),Servier France,"Gif-sur-Yvette, Île-de-France, France",https://fr.linkedin.com/jobs/view/stagiaire-computational-chemistry-h-f-at-servier-france-4317856282,https://media.licdn.com/dms/image/v2/D4E0BAQHWEPXMnL2Jmw/company-logo_100_100/B4EZfHJwnKHgAU-/0/1751392914438?e=2147483647&v=beta&t=GsuBABy8ksGrjm-6r7DgN23Kcf-X_pu8OZznR1k4sJ8,data science internship,France
Candidature Spontanée (H/F),Forward Global,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/candidature-spontan%C3%A9e-h-f-at-forward-global-4317732591,https://media.licdn.com/dms/image/v2/D4E0BAQECMtYXkcDj8w/company-logo_100_100/company-logo_100_100/0/1688020671510/forwardglobal_logo?e=2147483647&v=beta&t=yYke74BzniHHnCXc867oAfXUGzJ0-2Wx9ucd1gFvd9I,data science internship,France
Data Science Consultant Intern (H/F),fifty-five,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/data-science-consultant-intern-h-f-at-fifty-five-4331172902,https://media.licdn.com/dms/image/v2/C4E0BAQG73pqQG4WGgw/company-logo_100_100/company-logo_100_100/0/1676445172134/fifty_five_logo?e=2147483647&v=beta&t=SVDvgYL6DcmZMFm8XZPZ7RuPuBuWZa42ypFwHBxt7Xc,data science internship,France
Stage - Data Science - Recherche & Innovation - 2026 - H/F/X,L'Oréal,"St.-Ouen, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-data-science-recherche-innovation-2026-h-f-x-at-l-or%C3%A9al-4317909472,https://media.licdn.com/dms/image/v2/D4E0BAQFEB_g-FWxSrQ/company-logo_100_100/company-logo_100_100/0/1688397792617/loral_logo?e=2147483647&v=beta&t=uaVbqC1juHcoWguipnV67wRtYlmlKirBnL8NgSIHnyU,data science internship,France
FINANCE ANALYST INTERN,STATION F,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/finance-analyst-intern-at-station-f-4312815103,https://media.licdn.com/dms/image/v2/D4E0BAQG1F1nJoSebtA/company-logo_100_100/company-logo_100_100/0/1695105648393/stationf_logo?e=2147483647&v=beta&t=IKAvTakk1xWM0nGPSJFBqL-t4AiBrg_WMsi-o4fidME,data science internship,France
Stagiaire Data Science (conventionné) - H/F,DMAX,"Grenade, Occitanie, France",https://fr.linkedin.com/jobs/view/stagiaire-data-science-conventionn%C3%A9-h-f-at-dmax-4314718747,https://media.licdn.com/dms/image/v2/C4E0BAQFj0WHKKlaA0w/company-logo_100_100/company-logo_100_100/0/1630566521498/d_max_dmnagement_premium_logo?e=2147483647&v=beta&t=HUu-7E_-pPqPpeBegxQHlUgpFfoWI5ZcwgFkx2QxZ68,data science internship,France
Candidature spontanée,D8 ESPRESSO EXCELLENCE,"Vitry-sur-Seine, Île-de-France, France",https://fr.linkedin.com/jobs/view/candidature-spontan%C3%A9e-at-d8-espresso-excellence-4315319658,https://media.licdn.com/dms/image/v2/D4E0BAQHFmxHnMWqUFg/company-logo_100_100/B4EZoQyxZkHcAQ-/0/1761218336730/d8_distributeurs_automatiques_logo?e=2147483647&v=beta&t=r-xaISEpXXPhcCg53qyE4zmP-hAuak2v8LjLPoSQoJQ,data science internship,France
Stage - Data Scientist (H/F),SOMFY Projects,"Cluses, Auvergne-Rhône-Alpes, France",https://fr.linkedin.com/jobs/view/stage-data-scientist-h-f-at-somfy-projects-4331307320,https://media.licdn.com/dms/image/v2/C4D0BAQENpGkH-hEPcg/company-logo_100_100/company-logo_100_100/0/1630540997147/somfy_projects_logo?e=2147483647&v=beta&t=EgiIKXFlbd54f5QrrQ5N4iBGxhHM9-RGyqeIaWs9bDs,data science internship,France
Internship - Global Learning & Development F/H/X - Corporate,CHANEL,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/internship-global-learning-development-f-h-x-corporate-at-chanel-3904542442,https://media.licdn.com/dms/image/v2/D4E0BAQG8McncY68a0g/company-logo_100_100/company-logo_100_100/0/1729097379577?e=2147483647&v=beta&t=Y0RdERS2w4KwoixwmgBabzXW8TrZZMSQRkSt84_VRqk,artificial intelligence internship,France
"AI Game Developer - Unity, Generative AI, International Internship",Advenworks,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/ai-game-developer-unity-generative-ai-international-internship-at-advenworks-4234840899,https://media.licdn.com/dms/image/v2/C4D0BAQG3EXVA2APaxw/company-logo_100_100/company-logo_100_100/0/1631357515359/advenworks_logo?e=2147483647&v=beta&t=jbsgTZnzOs4Z0_E1bxqWGbKSFSv0IfEqBLSALfsRijg,artificial intelligence internship,France
Full-Stack Engineer Internship (H/F),TheAssistant,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/full-stack-engineer-internship-h-f-at-theassistant-4118857675,https://media.licdn.com/dms/image/v2/C4D0BAQEbIxTbjWudWQ/company-logo_100_100/company-logo_100_100/0/1630491630093/the_assistant__ai_virtual_assistant_for_busy_people_logo?e=2147483647&v=beta&t=6vJA35j3JiWUEK07PHgeJqbKLtDT04mNoMM7RTLWvLw,artificial intelligence internship,France
Internship: Malicious AI Library Detection F/M,SAP Business ByDesign - France,"Mougins, Provence-Alpes-Côte d'Azur, France",https://fr.linkedin.com/jobs/view/internship-malicious-ai-library-detection-f-m-at-sap-business-bydesign-france-4295852765,https://media.licdn.com/dms/image/v2/C4D0BAQHVte4cE7wgnw/company-logo_100_100/company-logo_100_100/0/1630579651405/sap_business_bydesign_logo?e=2147483647&v=beta&t=clNpCtqRDk-yskycjq4RCp3tEiJ7_gavs-6bpN06hlk,artificial intelligence internship,France
UX/UI Design Internship / Alternance (Heuritech),Luxurynsight,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/ux-ui-design-internship-alternance-heuritech-at-luxurynsight-4315321095,https://media.licdn.com/dms/image/v2/D4E0BAQHqYluRlHDEIQ/company-logo_100_100/B4EZYgepBwHcAc-/0/1744301625867/luxurynsight_logo?e=2147483647&v=beta&t=3rEZOtKLQRAVGgmgtN-6kcTFFnr2rdYob1VNm0yGmg8,artificial intelligence internship,France
STAGE - Ingénieur de recherche Deep learning (F/H),Dassault Systèmes,"Vélizy-Villacoublay, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-ing%C3%A9nieur-de-recherche-deep-learning-f-h-at-dassault-syst%C3%A8mes-4297560328,https://media.licdn.com/dms/image/v2/C560BAQHroRzeNTva6Q/company-logo_100_100/company-logo_100_100/0/1631330934922?e=2147483647&v=beta&t=Y_LaLgUh3t_AY4PloiAtAbGGfEr2fGl7C4_RBhQ7Vok,artificial intelligence internship,France
[Research Internship] - Improving Non-Player Character Decision Making with ML (F/M/NB),Ubisoft Bordeaux,"Bordeaux, Nouvelle-Aquitaine, France",https://fr.linkedin.com/jobs/view/research-internship-improving-non-player-character-decision-making-with-ml-f-m-nb-at-ubisoft-bordeaux-4315413343,https://media.licdn.com/dms/image/v2/D4E0BAQEl57S-H5_FWA/company-logo_100_100/B4EZlSerMyIUAU-/0/1758025397721/ubisoftbordeaux_logo?e=2147483647&v=beta&t=bfkJFdwHqtQEtE09BR9AGCQZ0FLo5fBwAqCUVB55gqo,artificial intelligence internship,France
Founder Associate Intern,Steerlab,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/founder-associate-intern-at-steerlab-4314604488,https://media.licdn.com/dms/image/v2/D560BAQFWwj2zAKUU6A/company-logo_100_100/company-logo_100_100/0/1725392732471/steerlab_logo?e=2147483647&v=beta&t=QfkYlyGt974HBefQ2o6bZ40-6pcRGOjchVjylcNFZEQ,artificial intelligence internship,France
CTO Founder Associate Intern,Alan,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/cto-founder-associate-intern-at-alan-4070740418,https://media.licdn.com/dms/image/v2/D4D0BAQHC5r2QBWDy8w/company-logo_100_100/company-logo_100_100/0/1667470432110/avec_alan_logo?e=2147483647&v=beta&t=uJFnYU0Yb4LqHVpU5oMOcedSfP-SEbhKsOk5s5iPA1Y,artificial intelligence internship,France
INTERNSHIP - Solution Engineer,Netatmo,"Lyon, Auvergne-Rhône-Alpes, France",https://fr.linkedin.com/jobs/view/internship-solution-engineer-at-netatmo-4227266199,https://media.licdn.com/dms/image/v2/C560BAQETOaSAaQX8rQ/company-logo_100_100/company-logo_100_100/0/1630630378453/netatmo_logo?e=2147483647&v=beta&t=oeaDpZT4uD9bdmCS3zH-82fcH6t_2iAbesNVr5dwNIo,artificial intelligence internship,France
Product Automation Intern,Swan,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/product-automation-intern-at-swan-4315799144,https://media.licdn.com/dms/image/v2/D4E0BAQHCzzn4FJc3nQ/company-logo_100_100/company-logo_100_100/0/1734948936910/swan_baas_logo?e=2147483647&v=beta&t=NlFcf9VVokRMHIoOmOd2U28K1q4pAVZ7Qev49LojxvM,artificial intelligence internship,France
Stage Data Science / Reconnaissance d’Images (H/F),Urgo Medical,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-data-science-reconnaissance-d%E2%80%99images-h-f-at-urgo-medical-4314242562,https://media.licdn.com/dms/image/v2/D4E0BAQFSXJNwgTDtAg/company-logo_100_100/B4EZkOi8yfIIAQ-/0/1756885667321/urgomedical_logo?e=2147483647&v=beta&t=G8drZN6jETdkigQjsG0AXzgcmiQ4eLE1y3hTesaH2fI,artificial intelligence internship,France
Stage - Ingénieur.e Machine Learning - Reinforcement Learning,Exotec,"Lille, Hauts-de-France, France",https://fr.linkedin.com/jobs/view/stage-ing%C3%A9nieur-e-machine-learning-reinforcement-learning-at-exotec-4314721658,https://media.licdn.com/dms/image/v2/D4E0BAQHfyXb9B1ah-g/company-logo_100_100/B4EZVh8GwsG0AY-/0/1741104901460/exotec_logo?e=2147483647&v=beta&t=PSllo9U_oC_2YQZtSTGpMYU0nvVd6QZGXNjfylpQe9I,artificial intelligence internship,France
Stage en Computer Vision,SkillCorner,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-en-computer-vision-at-skillcorner-4312300528,https://media.licdn.com/dms/image/v2/D4E0BAQFs2sDBHzfFZA/company-logo_100_100/company-logo_100_100/0/1690295447130/skillcorner_logo?e=2147483647&v=beta&t=ygH-ZWy_DbsJJXUMogTkQOzLxDNldkJNKbb2jMpVcLo,artificial intelligence internship,France
Data Scientist – AI Factory (F/H) stage,AXA en France,"Nanterre, Île-de-France, France",https://fr.linkedin.com/jobs/view/data-scientist-%E2%80%93-ai-factory-f-h-stage-at-axa-en-france-4331314481,https://media.licdn.com/dms/image/v2/D4E0BAQFbntrNbMkelA/company-logo_100_100/B4EZh6ZrVbHgAU-/0/1754400209225/axa_france_logo?e=2147483647&v=beta&t=ttDFlhaKvJCVPN-Ry8dnxBEb-cqb_sJfBGiamqjy9hg,artificial intelligence internship,France
AI Agent Evaluation Analyst,Mindrift,France,https://fr.linkedin.com/jobs/view/ai-agent-evaluation-analyst-at-mindrift-4314135637,https://media.licdn.com/dms/image/v2/D4D0BAQG9ySVGr5NQzQ/company-logo_100_100/company-logo_100_100/0/1725448348201/mindrift_ai_logo?e=2147483647&v=beta&t=QWIMS9k-I4kkSKVcx06uFCRLdHDZZ1w9E8dWeBmOHCk,artificial intelligence internship,France
"Research Scientist Intern, Alignment - Brain and AI (PhD) (Paris)",Meta,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/research-scientist-intern-alignment-brain-and-ai-phd-paris-at-meta-4312444506,https://media.licdn.com/dms/image/v2/D560BAQHBmbxCDP0JQQ/company-logo_100_100/B56ZlkdQSaI8AQ-/0/1758327015620/meta_logo?e=2147483647&v=beta&t=wKpKTUGAcanUzVRxCutYYO3NJ_Etr5c4n2AbPyOu260,machine learning engineer internship,France
"Research Scientist Intern, Code Generation (PhD) (Paris)",Meta,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/research-scientist-intern-code-generation-phd-paris-at-meta-4312233711,https://media.licdn.com/dms/image/v2/D560BAQHBmbxCDP0JQQ/company-logo_100_100/B56ZlkdQSaI8AQ-/0/1758327015620/meta_logo?e=2147483647&v=beta&t=wKpKTUGAcanUzVRxCutYYO3NJ_Etr5c4n2AbPyOu260,machine learning engineer internship,France
STAGE 2026 - Stage enTechniques de Machine Learning appliquées à la maîtrise des risques aériens(f/h),Airbus Aircraft,"Toulouse, Occitanie, France",https://fr.linkedin.com/jobs/view/stage-2026-stage-entechniques-de-machine-learning-appliqu%C3%A9es-%C3%A0-la-ma%C3%AEtrise-des-risques-a%C3%A9riens-f-h-at-airbus-aircraft-4316759056,https://media.licdn.com/dms/image/v2/C4D0BAQF29sQhBio9eg/company-logo_100_100/company-logo_100_100/0/1630499916895/airbus_logo?e=2147483647&v=beta&t=tOfJ1cKi6TTkzy9uWKqPGmbuIbUACTWT8ehNix5QlHw,machine learning engineer internship,France
January 2026 Data Scientist Internship - Spanish Team,Shift Technology,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/january-2026-data-scientist-internship-spanish-team-at-shift-technology-4311557250,https://media.licdn.com/dms/image/v2/C4E0BAQHyhZz2XHnAhg/company-logo_100_100/company-logo_100_100/0/1647368280510/shift_technology_logo?e=2147483647&v=beta&t=tXqeeOwXma1EcK5QNV64JNmTq6xu6dtvZb85LMo5NyU,machine learning engineer internship,France
Finance Analyst - Internship,Homa,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/finance-analyst-internship-at-homa-4299118785,https://media.licdn.com/dms/image/v2/C4E0BAQHL7CaOw9-IJA/company-logo_100_100/company-logo_100_100/0/1673518085687/homa_games_logo?e=2147483647&v=beta&t=iWVAFVQckVA3fMhS9bp8pvXDbNc4wIdc5MfKqJpM4xA,AI internship,France
"Intern, Software Development",Symphony,"Sophia Antipolis, Provence-Alpes-Côte d'Azur, France",https://fr.linkedin.com/jobs/view/intern-software-development-at-symphony-4306734016,https://media.licdn.com/dms/image/v2/D560BAQEj0XEBQJCPqQ/company-logo_100_100/company-logo_100_100/0/1719837522360/symphonycomm_logo?e=2147483647&v=beta&t=SYRuEUvtlQA6_qdpz_0XvpQ-wksZqkvmdy43gENxUug,AI internship,France
Masters Intern - Research (Neural Network) - 6 months,PQShield,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/masters-intern-research-neural-network-6-months-at-pqshield-4315159623,https://media.licdn.com/dms/image/v2/D4E0BAQGlQzfbDEgu_A/company-logo_100_100/company-logo_100_100/0/1696930282606/pqshield_logo?e=2147483647&v=beta&t=jgHCsSz9ywqGmyLAiJ02eSh37UHCEZ0sFcWsdb5noCA,AI internship,France
"Data Analytics Intern, Customer Delight",Back Market,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/data-analytics-intern-customer-delight-at-back-market-4318541825,https://media.licdn.com/dms/image/v2/D4E0BAQHRv6UClt5D2g/company-logo_100_100/B4EZnoUG3tKgAQ-/0/1760539209613/back_market_logo?e=2147483647&v=beta&t=xgfKyuOZBy8jM1aUZw2iET21tGh6KjYW9NWm1xPPr5g,AI internship,France
Stage Data Scientist - Paris,Artefact,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-data-scientist-paris-at-artefact-4311467026,https://media.licdn.com/dms/image/v2/D4E0BAQH6_mc4Zb_tjg/company-logo_100_100/company-logo_100_100/0/1719815465190/artefact_global_logo?e=2147483647&v=beta&t=zB-sRByAQzLDeMr12julqcZoyUFdjk8goMW6PUhUWhI,AI internship,France
Data Scientist - Stagiaire H/F,La French Tech Taiwan,"Montpellier, Occitanie, France",https://fr.linkedin.com/jobs/view/data-scientist-stagiaire-h-f-at-la-french-tech-taiwan-4317970137,https://media.licdn.com/dms/image/v2/C560BAQFO9YP67Hp2sA/company-logo_100_100/company-logo_100_100/0/1675332370314/frenchtech_taiwan_logo?e=2147483647&v=beta&t=wrulvgjnOtZTTtFEatBry3Okrb3otSTkJ-F9mTan-CA,AI internship,France
Machine Learning Engineer Intern,Criteo,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/machine-learning-engineer-intern-at-criteo-4268192322,https://media.licdn.com/dms/image/v2/D4D0BAQFMB7iC1WROXQ/company-logo_100_100/company-logo_100_100/0/1726650227909/criteo_logo?e=2147483647&v=beta&t=e5c8SnoiF3zK2m3iDXqBWfDLttB8vcbt35RUYIAjavI,AI internship,France
STAGE - Data & Intelligence Artificielle,Stellantis,"Poissy, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-data-intelligence-artificielle-at-stellantis-4312757521,https://media.licdn.com/dms/image/v2/C4D0BAQHURyWugU5A4g/company-logo_100_100/company-logo_100_100/0/1630577492034/stellantis_logo?e=2147483647&v=beta&t=cFDtEgXS8rw4smbXTD-xIhe18G-blHN38fuXk4a-bE4,AI internship,France
Deep Learning – R&D AI Factory (F/H) stage,AXA en France,"Nanterre, Île-de-France, France",https://fr.linkedin.com/jobs/view/deep-learning-%E2%80%93-r-d-ai-factory-f-h-stage-at-axa-en-france-4331169144,https://media.licdn.com/dms/image/v2/D4E0BAQFbntrNbMkelA/company-logo_100_100/B4EZh6ZrVbHgAU-/0/1754400209225/axa_france_logo?e=2147483647&v=beta&t=ttDFlhaKvJCVPN-Ry8dnxBEb-cqb_sJfBGiamqjy9hg,AI internship,France
Stage Deep Learning – IA – Computer Vision / SPEAK WITH YOUR HAND,Aubay,"Boulogne-Billancourt, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-deep-learning-%E2%80%93-ia-%E2%80%93-computer-vision-speak-with-your-hand-at-aubay-4302656783,https://media.licdn.com/dms/image/v2/C4D0BAQG5UZ9zudc09Q/company-logo_100_100/company-logo_100_100/0/1642171379742/aubay_logo?e=2147483647&v=beta&t=MKYw_j9YCUtqPbtuFKh20rnqOGiEpOf1tKAziIsRruc,AI internship,France
Stage - Health Data Scientist (H/F),Withings,"Issy-les-Moulineaux, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-health-data-scientist-h-f-at-withings-4318541429,https://media.licdn.com/dms/image/v2/D4E0BAQG9xgSOTRGy2g/company-logo_100_100/company-logo_100_100/0/1681803337975/withings_logo?e=2147483647&v=beta&t=SCb6VtuXovkAmjZ6Ya8DMlAIdHEvZcmUYMOgciCVtyI,stage science des données,France
Stage - Data Scientist - ML (H/F),Withings,"Issy-les-Moulineaux, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-data-scientist-ml-h-f-at-withings-4305991144,https://media.licdn.com/dms/image/v2/D4E0BAQG9xgSOTRGy2g/company-logo_100_100/company-logo_100_100/0/1681803337975/withings_logo?e=2147483647&v=beta&t=SCb6VtuXovkAmjZ6Ya8DMlAIdHEvZcmUYMOgciCVtyI,stage science des données,France
Stage DATA Scientist (6 mois - à partir de février 2026) F/H,Aéroports de Lyon,Greater Lyon Area,https://fr.linkedin.com/jobs/view/stage-data-scientist-6-mois-%C3%A0-partir-de-f%C3%A9vrier-2026-f-h-at-a%C3%A9roports-de-lyon-4315936378,https://media.licdn.com/dms/image/v2/C4D0BAQFiVo2adU4QSg/company-logo_100_100/company-logo_100_100/0/1630552691321/a_roports_de_lyon_logo?e=2147483647&v=beta&t=kXc3NshADFgU9helCDpwwIqPAKsHFJsQj1yCJyrEJbA,stage science des données,France
STAGE - ML/IA Mapping - H/F,TotalEnergies,"Pau, Nouvelle-Aquitaine, France",https://fr.linkedin.com/jobs/view/stage-ml-ia-mapping-h-f-at-totalenergies-4312705957,https://media.licdn.com/dms/image/v2/C4D0BAQGfwFj7jhhQJg/company-logo_100_100/company-logo_100_100/0/1630529979109/totalenergies_logo?e=2147483647&v=beta&t=i5JO4SHN-1X6Cq9d0csqaCRqLo3oF81TOH8goFSDfCg,stage science des données,France
Stage détection d'insomnie - Data Scientist - Machine Learning (H/F),Withings,"Issy-les-Moulineaux, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-d%C3%A9tection-d-insomnie-data-scientist-machine-learning-h-f-at-withings-4305992057,https://media.licdn.com/dms/image/v2/D4E0BAQG9xgSOTRGy2g/company-logo_100_100/company-logo_100_100/0/1681803337975/withings_logo?e=2147483647&v=beta&t=SCb6VtuXovkAmjZ6Ya8DMlAIdHEvZcmUYMOgciCVtyI,stage science des données,France
[STAGE] Data Scientist junior [H/F],Édifice,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-data-scientist-junior-h-f-at-%C3%A9difice-4317343709,https://media.licdn.com/dms/image/v2/D4E0BAQEhlfo6Q6q9kw/company-logo_100_100/company-logo_100_100/0/1687786651855/open_digital_education_logo?e=2147483647&v=beta&t=wRRvk1fJC97CR1xTB4eXnwT67Rm3XSgMNGl7Eus0Xs0,stage science des données,France
