title,company,location,link,logo,search_keywords,search_location
Internship - Control System Engineer,The Exploration Company,"Bordeaux, Nouvelle-Aquitaine, France",https://fr.linkedin.com/jobs/view/internship-control-system-engineer-at-the-exploration-company-4315715941,https://media.licdn.com/dms/image/v2/C4D0BAQHjUrhxnA4PEQ/company-logo_100_100/company-logo_100_100/0/1630513012866/exploration_company_logo?e=2147483647&v=beta&t=AopMInuMif39_KJ-HKX_DareaiOjuuArbjmoSxi-L2k,data engineering internship,France
Technology & Projects Analyst - New Energies (Hydrogen),Vallourec,"Meudon, Île-de-France, France",https://fr.linkedin.com/jobs/view/technology-projects-analyst-new-energies-hydrogen-at-vallourec-4316093207,https://media.licdn.com/dms/image/v2/C560BAQHDQGq3Ap4D9A/company-logo_100_100/company-logo_100_100/0/1631300527896?e=2147483647&v=beta&t=vPYE7MvHV8oGqbgL62md9iThOa0fm9BhFWjxjcRQzb0,data engineering internship,France
Clinical Project Management Internship,Sonio,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/clinical-project-management-internship-at-sonio-4319048042,https://media.licdn.com/dms/image/v2/D4E0BAQFaLwinU3eO5A/company-logo_100_100/B4EZYAyJr7GYAU-/0/1743769869449/sonio_logo?e=2147483647&v=beta&t=kpDcM5zO3ztM_JrUQ46ADowO_l548_OxMIixKwL8_Xc,data engineering internship,France
"Research Scientist Intern, AI-Driven Neural Interfaces (PhD)",Meta,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/research-scientist-intern-ai-driven-neural-interfaces-phd-at-meta-4292755942,https://media.licdn.com/dms/image/v2/D560BAQHBmbxCDP0JQQ/company-logo_100_100/B56ZlkdQSaI8AQ-/0/1758327015620/meta_logo?e=2147483647&v=beta&t=wKpKTUGAcanUzVRxCutYYO3NJ_Etr5c4n2AbPyOu260,data engineering internship,France
Flight Data Monitoring -ATR - Intership -  Implementation of a 3D animation module (H/F) - AVIONS DE TRANSPORT REGIONAL (ATR) GIE,AEROCONTACT,"Toulouse, Occitanie, France",https://fr.linkedin.com/jobs/view/flight-data-monitoring-atr-intership-implementation-of-a-3d-animation-module-h-f-avions-de-transport-regional-atr-gie-at-aerocontact-4317097966,https://media.licdn.com/dms/image/v2/C4D0BAQHCZ75udHXn9A/company-logo_100_100/company-logo_100_100/0/1630549641225/aerocontact_logo?e=2147483647&v=beta&t=NqR9i9CndqL2TpBSjZcVfzbQxVfJdMyqnTNXSI7eiRw,data engineering internship,France
Internship - Software Engineer - Final Year,Alpic,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/internship-software-engineer-final-year-at-alpic-4318516294,https://media.licdn.com/dms/image/v2/D4D0BAQEgY7U2suLOQA/company-logo_100_100/B4DZjv42AqIEAU-/0/1756371313165/alpic_ai_logo?e=2147483647&v=beta&t=Hy3S2GEeGWuqyFz16Nwh5lW2_bPonMCyUB-7ghvRvjE,data engineer internship,France
Software QA Engineer - Internship,Deezer,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/software-qa-engineer-internship-at-deezer-4303081111,https://media.licdn.com/dms/image/v2/D4D0BAQGxr7R2V6QvTg/company-logo_100_100/company-logo_100_100/0/1699380258796/deezer_logo?e=2147483647&v=beta&t=tIlsBSxLAG6NyH_an26Xc3xqULhjytfzpN1KT5zYRTU,data engineer internship,France
Software Engineer Internship (6 months),Alan,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/software-engineer-internship-6-months-at-alan-4308983932,https://media.licdn.com/dms/image/v2/D4D0BAQHC5r2QBWDy8w/company-logo_100_100/company-logo_100_100/0/1667470432110/avec_alan_logo?e=2147483647&v=beta&t=uJFnYU0Yb4LqHVpU5oMOcedSfP-SEbhKsOk5s5iPA1Y,data engineer internship,France
Data Analyst (intern),PayFit,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/data-analyst-intern-at-payfit-4302787957,https://media.licdn.com/dms/image/v2/C560BAQG8enVUlIaAwA/company-logo_100_100/company-logo_100_100/0/1630584148492/payfit_logo?e=2147483647&v=beta&t=lJ1D1HDBJ7ATTBfgOONUbV4zJpRAnzfXNzsVvQgBjKs,data engineer internship,France
DATA ANALYST INTERNSHIP W/M,Allianz Trade en France,Greater Paris Metropolitan Region,https://fr.linkedin.com/jobs/view/data-analyst-internship-w-m-at-allianz-trade-en-france-4311126382,https://media.licdn.com/dms/image/v2/C4D0BAQGyfjHGzlEypA/company-logo_100_100/company-logo_100_100/0/1648454666388/allianz_trade_france_logo?e=2147483647&v=beta&t=4sAdkIub35zTrY2FFa2QpVLQk7_Awh12WMJ2Jt0m4EU,data engineer internship,France
Internship - Data Analyst Assistant - February 2026,Guerlain,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/internship-data-analyst-assistant-february-2026-at-guerlain-4291876765,https://media.licdn.com/dms/image/v2/C4D0BAQFUiMfnhL0_gQ/company-logo_100_100/company-logo_100_100/0/1641476414704/guerlain_logo?e=2147483647&v=beta&t=f8zJQ7-ypEqRkKNMT4eHHV97sjoKKk4cxeREfqQalmA,data engineer internship,France
Internship - Data Analytics F/M,Betclic Group,"Bordeaux, Nouvelle-Aquitaine, France",https://fr.linkedin.com/jobs/view/internship-data-analytics-f-m-at-betclic-group-4308172567,https://media.licdn.com/dms/image/v2/D4D0BAQG2k178CcGo8w/company-logo_100_100/company-logo_100_100/0/1732006364478/betclicgroup_logo?e=2147483647&v=beta&t=1jSRYrDmGi1uTaN5LrtKlMY29EVMocpDw8eT0UtqV0w,data engineer internship,France
Stagiaire Data Analyst Engineer,Alstom,"Crespin, Hauts-de-France, France",https://fr.linkedin.com/jobs/view/stagiaire-data-analyst-engineer-at-alstom-4317213744,https://media.licdn.com/dms/image/v2/C4E0BAQHeGrabdKRiig/company-logo_100_100/company-logo_100_100/0/1630578969587/alstom_logo?e=2147483647&v=beta&t=MEuwq-Z9pWx7E1WFYujz4Xu8VbM8jeFY-CHBaT9bRzw,data engineer internship,France
R&D Data Scientist - Intern,Descartes Underwriting,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/r-d-data-scientist-intern-at-descartes-underwriting-4315794548,https://media.licdn.com/dms/image/v2/D4E0BAQGm02IeP7oVnQ/company-logo_100_100/B4EZb9kG0dHQAQ-/0/1748010823420/descartesunderwriting_logo?e=2147483647&v=beta&t=9TU4kOGfEPzTy9NSJj1ON66CBI9uS-JBVbREQEA4fpU,data engineer internship,France
Stagiaire Media Data - OCTOBER 2025,Loewe,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/stagiaire-media-data-october-2025-at-loewe-4313335881,https://media.licdn.com/dms/image/v2/C4E0BAQEn2U3U5Ff8SQ/company-logo_100_100/company-logo_100_100/0/1631301503520?e=2147483647&v=beta&t=CDxwJgpP6IlBL50SjYwtLLhjU_1qMASQlftFX2-UMe8,data engineer internship,France
Internship - Software Development Engineer (F/M),Bureau Veritas Group,"Saint-Herblain, Pays de la Loire, France",https://fr.linkedin.com/jobs/view/internship-software-development-engineer-f-m-at-bureau-veritas-group-4314436060,https://media.licdn.com/dms/image/v2/D4D0BAQEVKSA5-tbKwQ/company-logo_100_100/company-logo_100_100/0/1713518738324/bureau_veritas_group_logo?e=2147483647&v=beta&t=8ZRFlRoIQOlnc57kpliU1d0tlWrRLZPIVFAAhaz_REA,data engineer internship,France
"Internship Opportunity – Final-Year Master’s Level | Computer Science, AI & Geomatics",Grenoble INP - UGA,"Grenoble, Auvergne-Rhône-Alpes, France",https://fr.linkedin.com/jobs/view/internship-opportunity-%E2%80%93-final-year-master%E2%80%99s-level-computer-science-ai-geomatics-at-grenoble-inp-uga-4316787960,https://media.licdn.com/dms/image/v2/C4D0BAQEYD6BD6zoL0w/company-logo_100_100/company-logo_100_100/0/1630550226360/institut_polytechnique_de_grenoble_logo?e=2147483647&v=beta&t=_cVGZSyBSxzoRg4khODVZ2LrGk06A-wyM0sL_YfhOBI,data engineer internship,France
Stage Software Engineer - IT (H/F),EIC - Experience Internship Canada,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-software-engineer-it-h-f-at-eic-experience-internship-canada-4316277992,https://media.licdn.com/dms/image/v2/D4E0BAQGXY7qnCo_L8w/company-logo_100_100/B4EZY_yCeuG0AQ-/0/1744826804461/experience_internship_canada_logo?e=2147483647&v=beta&t=83yonKe2EfZd-JOJC4JF4UlMZper6c2JdrwpDJbiNQ4,data engineer internship,France
Internship - Backend Software Engineer F/M,Betclic Group,"Bordeaux, Nouvelle-Aquitaine, France",https://fr.linkedin.com/jobs/view/internship-backend-software-engineer-f-m-at-betclic-group-4304199412,https://media.licdn.com/dms/image/v2/D4D0BAQG2k178CcGo8w/company-logo_100_100/company-logo_100_100/0/1732006364478/betclicgroup_logo?e=2147483647&v=beta&t=1jSRYrDmGi1uTaN5LrtKlMY29EVMocpDw8eT0UtqV0w,data engineer internship,France
Internship - Frontend Software Engineer F/M,Betclic Group,"Bordeaux, Nouvelle-Aquitaine, France",https://fr.linkedin.com/jobs/view/internship-frontend-software-engineer-f-m-at-betclic-group-4304675512,https://media.licdn.com/dms/image/v2/D4D0BAQG2k178CcGo8w/company-logo_100_100/company-logo_100_100/0/1732006364478/betclicgroup_logo?e=2147483647&v=beta&t=1jSRYrDmGi1uTaN5LrtKlMY29EVMocpDw8eT0UtqV0w,data engineer internship,France
Software engineer (Trainee) - R0023884,Astemo Ltd.,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/software-engineer-trainee-r0023884-at-astemo-ltd-4311560720,https://media.licdn.com/dms/image/v2/D4D0BAQHkaAxyXhx7DA/company-logo_100_100/company-logo_100_100/0/1712833119598/hitachi_astemo_logo?e=2147483647&v=beta&t=GYYOC1oxAhh8C4zSHf45SZ13YtzpOGmcHdjWMzq5VEY,data engineer internship,France
Software Engineer Intern - Backend or Fullstack,Criteo,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/software-engineer-intern-backend-or-fullstack-at-criteo-4268194030,https://media.licdn.com/dms/image/v2/D4D0BAQFMB7iC1WROXQ/company-logo_100_100/company-logo_100_100/0/1726650227909/criteo_logo?e=2147483647&v=beta&t=e5c8SnoiF3zK2m3iDXqBWfDLttB8vcbt35RUYIAjavI,data engineer internship,France
"Research Scientist Intern, Code Generation (Msc)",Meta,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/research-scientist-intern-code-generation-msc-at-meta-4309525071,https://media.licdn.com/dms/image/v2/D560BAQHBmbxCDP0JQQ/company-logo_100_100/B56ZlkdQSaI8AQ-/0/1758327015620/meta_logo?e=2147483647&v=beta&t=wKpKTUGAcanUzVRxCutYYO3NJ_Etr5c4n2AbPyOu260,data engineer internship,France
Stage Software Engineer - IT (H/F) - Canada,EIC - Experience Internship Canada,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-software-engineer-it-h-f-canada-at-eic-experience-internship-canada-4316285292,https://media.licdn.com/dms/image/v2/D4E0BAQGXY7qnCo_L8w/company-logo_100_100/B4EZY_yCeuG0AQ-/0/1744826804461/experience_internship_canada_logo?e=2147483647&v=beta&t=83yonKe2EfZd-JOJC4JF4UlMZper6c2JdrwpDJbiNQ4,data engineer internship,France
Internship - Data Analyst Retail & Digital International - H/F/X - YVES ROCHER,Groupe Rocher,"Issy-les-Moulineaux, Île-de-France, France",https://fr.linkedin.com/jobs/view/internship-data-analyst-retail-digital-international-h-f-x-yves-rocher-at-groupe-rocher-4315149072,https://media.licdn.com/dms/image/v2/D4E0BAQG_hyYJ3Akp9A/company-logo_100_100/company-logo_100_100/0/1680708949631/groupe_rocher_logo?e=2147483647&v=beta&t=hRuPSKkYBqQUeysEIczK92Zm2jnvpAa2o3LACBkfXgo,data engineer internship,France
Internship - Scientific Software Development Engineer (F/M),Bureau Veritas Group,"Courbevoie, Île-de-France, France",https://fr.linkedin.com/jobs/view/internship-scientific-software-development-engineer-f-m-at-bureau-veritas-group-4314436059,https://media.licdn.com/dms/image/v2/D4D0BAQEVKSA5-tbKwQ/company-logo_100_100/company-logo_100_100/0/1713518738324/bureau_veritas_group_logo?e=2147483647&v=beta&t=8ZRFlRoIQOlnc57kpliU1d0tlWrRLZPIVFAAhaz_REA,data engineer internship,France
Internship - Mobile Software Engineer F/M,Betclic Group,"Bordeaux, Nouvelle-Aquitaine, France",https://fr.linkedin.com/jobs/view/internship-mobile-software-engineer-f-m-at-betclic-group-4304195540,https://media.licdn.com/dms/image/v2/D4D0BAQG2k178CcGo8w/company-logo_100_100/company-logo_100_100/0/1732006364478/betclicgroup_logo?e=2147483647&v=beta&t=1jSRYrDmGi1uTaN5LrtKlMY29EVMocpDw8eT0UtqV0w,data engineer internship,France
Internship - Software Integration Engineer (f/m/d) - SMP,Decathlon Digital,"Lille, Hauts-de-France, France",https://fr.linkedin.com/jobs/view/internship-software-integration-engineer-f-m-d-smp-at-decathlon-digital-4295327217,https://media.licdn.com/dms/image/v2/D560BAQFAMkwDm7rpuw/company-logo_100_100/company-logo_100_100/0/1710242975864/decathlondigital_logo?e=2147483647&v=beta&t=r-ipz14Tk0MJNKKe63pMWB0YZL8Sui_AfJxBdIaTI1w,data engineer internship,France
Stage Data Analyst Marketing (H/F) - Canada,EIC - Experience Internship Canada,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-data-analyst-marketing-h-f-canada-at-eic-experience-internship-canada-4316298098,https://media.licdn.com/dms/image/v2/D4E0BAQGXY7qnCo_L8w/company-logo_100_100/B4EZY_yCeuG0AQ-/0/1744826804461/experience_internship_canada_logo?e=2147483647&v=beta&t=83yonKe2EfZd-JOJC4JF4UlMZper6c2JdrwpDJbiNQ4,data engineer internship,France
Sustainability Data Science Intern,Spare-it,"Lyon, Auvergne-Rhône-Alpes, France",https://fr.linkedin.com/jobs/view/sustainability-data-science-intern-at-spare-it-4313254608,https://media.licdn.com/dms/image/v2/D4E0BAQHndrOKC-frcg/company-logo_100_100/B4EZY29Kv3HYAQ-/0/1744678726997/spareit_logo?e=2147483647&v=beta&t=VfxFKr4-TgDKGjOjzshd1Y6pPWhjr3lmmYI7JggT-bI,data engineer internship,France
Internship - Graduate Program DA/DS/DI F/M,Betclic Group,"Bordeaux, Nouvelle-Aquitaine, France",https://fr.linkedin.com/jobs/view/internship-graduate-program-da-ds-di-f-m-at-betclic-group-4308177449,https://media.licdn.com/dms/image/v2/D4D0BAQG2k178CcGo8w/company-logo_100_100/company-logo_100_100/0/1732006364478/betclicgroup_logo?e=2147483647&v=beta&t=1jSRYrDmGi1uTaN5LrtKlMY29EVMocpDw8eT0UtqV0w,data engineer internship,France
2026 Intern - App System Engineer,Adobe,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/2026-intern-app-system-engineer-at-adobe-4315733181,https://media.licdn.com/dms/image/v2/C560BAQFrtK-ioO1rsQ/company-logo_100_100/company-logo_100_100/0/1630645864762/adobe_logo?e=2147483647&v=beta&t=Vg0IkCp055jxAgqs_f7eIDMneyo1NkTWSvyAMoqnhd8,data engineer internship,France
ATR Stage : Data Engineering appliqué à l'exploitation des essais en vols / Internship : Data Engineering applicated to Flight Tests Data processing (H/F) - AVIONS DE TRANSPORT REGIONAL (ATR) GIE,AEROCONTACT,"Toulouse, Occitanie, France",https://fr.linkedin.com/jobs/view/atr-stage-data-engineering-appliqu%C3%A9-%C3%A0-l-exploitation-des-essais-en-vols-internship-data-engineering-applicated-to-flight-tests-data-processing-h-f-avions-de-transport-regional-atr-gie-at-aerocontact-4317831228,https://media.licdn.com/dms/image/v2/C4D0BAQHCZ75udHXn9A/company-logo_100_100/company-logo_100_100/0/1630549641225/aerocontact_logo?e=2147483647&v=beta&t=NqR9i9CndqL2TpBSjZcVfzbQxVfJdMyqnTNXSI7eiRw,data engineer internship,France
ATR Stage : Data Engineering appliqué à l'exploitation des essais en vols / Internship : Data Engineering applicated to Flight Tests Data processing,Airbus,"Toulouse, Occitanie, France",https://fr.linkedin.com/jobs/view/atr-stage-data-engineering-appliqu%C3%A9-%C3%A0-l-exploitation-des-essais-en-vols-internship-data-engineering-applicated-to-flight-tests-data-processing-at-airbus-4301056050,https://media.licdn.com/dms/image/v2/C4D0BAQF2j_LDG_TOzg/company-logo_100_100/company-logo_100_100/0/1631375371456/airbusgroup_logo?e=2147483647&v=beta&t=EndIJG29pwq698iB4dcza3K8EFEdyvkrxhRn2q8HVgE,data engineer internship,France
INTERNSHIP,Worldline,"Seclin, Hauts-de-France, France",https://fr.linkedin.com/jobs/view/internship-at-worldline-4319061517,https://media.licdn.com/dms/image/v2/D4E0BAQEDbczIleOyqg/company-logo_100_100/company-logo_100_100/0/1664896041493/worldlineglobal_logo?e=2147483647&v=beta&t=9KpmMOB-yDxW3CrNro26W1tsmWxOhK5v7feLtlErhdY,data engineer internship,France
Garrett Internship - Validation system engineer,Garrett - Advancing Motion,"Thaon-les-Vosges, Grand Est, France",https://fr.linkedin.com/jobs/view/garrett-internship-validation-system-engineer-at-garrett-advancing-motion-4301325509,https://media.licdn.com/dms/image/v2/D4E0BAQF3lItvun-vEg/company-logo_100_100/company-logo_100_100/0/1706820021724/garrettmotion_logo?e=2147483647&v=beta&t=b-IDNqulqzJSOTmrIHgO7BVjpK3AIZEwzIi8StTc8qY,data engineer internship,France
Internship : Technical Sales Engineer – Equipment Solutions (F/M),Axens,"Rueil-Malmaison, Île-de-France, France",https://fr.linkedin.com/jobs/view/internship-technical-sales-engineer-%E2%80%93-equipment-solutions-f-m-at-axens-4309629285,https://media.licdn.com/dms/image/v2/C560BAQGH6eacgiNGFg/company-logo_100_100/company-logo_100_100/0/1630566147437/axens_logo?e=2147483647&v=beta&t=TQHmCjjFM6VNVejA9Ne6UkNoYdfqt06SlolUhesIK34,data engineer internship,France
Luxury Insight Analyst (Internship) - China,Luxurynsight,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/luxury-insight-analyst-internship-china-at-luxurynsight-4305135133,https://media.licdn.com/dms/image/v2/D4E0BAQHqYluRlHDEIQ/company-logo_100_100/B4EZYgepBwHcAc-/0/1744301625867/luxurynsight_logo?e=2147483647&v=beta&t=3rEZOtKLQRAVGgmgtN-6kcTFFnr2rdYob1VNm0yGmg8,data engineer internship,France
Business Developer | Internship ( F/H),DataScientest.com,"Puteaux, Île-de-France, France",https://fr.linkedin.com/jobs/view/business-developer-internship-f-h-at-datascientest-com-4260440697,https://media.licdn.com/dms/image/v2/C4D0BAQFMY6ii33onkg/company-logo_100_100/company-logo_100_100/0/1635173541364/datascientest_logo?e=2147483647&v=beta&t=EP_8ZY-0TxSz-yvqbU_OrcipG3hjRDAJPFmBBK098sc,data engineer internship,France
Internship : Technical Sales Engineer / Equipment (F/M),Axens,"Rueil-Malmaison, Île-de-France, France",https://fr.linkedin.com/jobs/view/internship-technical-sales-engineer-equipment-f-m-at-axens-4315901787,https://media.licdn.com/dms/image/v2/C560BAQGH6eacgiNGFg/company-logo_100_100/company-logo_100_100/0/1630566147437/axens_logo?e=2147483647&v=beta&t=TQHmCjjFM6VNVejA9Ne6UkNoYdfqt06SlolUhesIK34,data engineer internship,France
Data Scientist - Intern,Descartes Underwriting,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/data-scientist-intern-at-descartes-underwriting-4315792536,https://media.licdn.com/dms/image/v2/D4E0BAQGm02IeP7oVnQ/company-logo_100_100/B4EZb9kG0dHQAQ-/0/1748010823420/descartesunderwriting_logo?e=2147483647&v=beta&t=9TU4kOGfEPzTy9NSJj1ON66CBI9uS-JBVbREQEA4fpU,machine learning internship,France
Machine Learning Research Intern (x/f/m),La French Tech Taiwan,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/machine-learning-research-intern-x-f-m-at-la-french-tech-taiwan-4318316929,https://media.licdn.com/dms/image/v2/C560BAQFO9YP67Hp2sA/company-logo_100_100/company-logo_100_100/0/1675332370314/frenchtech_taiwan_logo?e=2147483647&v=beta&t=wrulvgjnOtZTTtFEatBry3Okrb3otSTkJ-F9mTan-CA,machine learning internship,France
Data Scientist -Intern,Descartes Underwriting,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/data-scientist-intern-at-descartes-underwriting-4316349399,https://media.licdn.com/dms/image/v2/D4E0BAQGm02IeP7oVnQ/company-logo_100_100/B4EZb9kG0dHQAQ-/0/1748010823420/descartesunderwriting_logo?e=2147483647&v=beta&t=9TU4kOGfEPzTy9NSJj1ON66CBI9uS-JBVbREQEA4fpU,machine learning internship,France
Machine Learning Research (M2) Intern,NuMind (YC S22),"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/machine-learning-research-m2-intern-at-numind-yc-s22-4314190426,https://media.licdn.com/dms/image/v2/C4E0BAQGxDsUWfxC0PA/company-logo_100_100/company-logo_100_100/0/1679493210471/numind_ai_logo?e=2147483647&v=beta&t=UhlSCz5JLJC5hJ9mOHKfScwCuUeW6ubAXWGzj0p9vy0,machine learning internship,France
R&D Data Scientist -Intern,Descartes Underwriting,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/r-d-data-scientist-intern-at-descartes-underwriting-4316349427,https://media.licdn.com/dms/image/v2/D4E0BAQGm02IeP7oVnQ/company-logo_100_100/B4EZb9kG0dHQAQ-/0/1748010823420/descartesunderwriting_logo?e=2147483647&v=beta&t=9TU4kOGfEPzTy9NSJj1ON66CBI9uS-JBVbREQEA4fpU,machine learning internship,France
Machine Learning Intern - MLOps and LORA training,Moments Lab,"Boulogne-Billancourt, Île-de-France, France",https://fr.linkedin.com/jobs/view/machine-learning-intern-mlops-and-lora-training-at-moments-lab-4309858601,https://media.licdn.com/dms/image/v2/D4D0BAQHlVvXn-8Mdtw/company-logo_100_100/company-logo_100_100/0/1710826370647/momentslab_logo?e=2147483647&v=beta&t=i7VOp8WzSGbBNxJ5gKH1XL6oA3jb03y4xPXEtT49afo,machine learning internship,France
Machine Learning Ops Intern (x/f/m),La French Tech Taiwan,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/machine-learning-ops-intern-x-f-m-at-la-french-tech-taiwan-4318323652,https://media.licdn.com/dms/image/v2/C560BAQFO9YP67Hp2sA/company-logo_100_100/company-logo_100_100/0/1675332370314/frenchtech_taiwan_logo?e=2147483647&v=beta&t=wrulvgjnOtZTTtFEatBry3Okrb3otSTkJ-F9mTan-CA,machine learning internship,France
Stage Data Scientist - IT (H/F) - Canada,EIC - Experience Internship Canada,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-data-scientist-it-h-f-canada-at-eic-experience-internship-canada-4316287283,https://media.licdn.com/dms/image/v2/D4E0BAQGXY7qnCo_L8w/company-logo_100_100/B4EZY_yCeuG0AQ-/0/1744826804461/experience_internship_canada_logo?e=2147483647&v=beta&t=83yonKe2EfZd-JOJC4JF4UlMZper6c2JdrwpDJbiNQ4,machine learning internship,France
"Applied Scientist Intern - Paris, France",Entrust,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/applied-scientist-intern-paris-france-at-entrust-4308801535,https://media.licdn.com/dms/image/v2/D560BAQFsJa-zzF7kyw/company-logo_100_100/company-logo_100_100/0/1724085708811/entrust_logo?e=2147483647&v=beta&t=r4Q1KHdjMEoEEZ2sPseOGSGYPw9dDrcQYyoiLP0V7o4,machine learning internship,France
"Research Scientist Intern, AI Core Machine Learning",Meta,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/research-scientist-intern-ai-core-machine-learning-at-meta-4309509934,https://media.licdn.com/dms/image/v2/D560BAQHBmbxCDP0JQQ/company-logo_100_100/B56ZlkdQSaI8AQ-/0/1758327015620/meta_logo?e=2147483647&v=beta&t=wKpKTUGAcanUzVRxCutYYO3NJ_Etr5c4n2AbPyOu260,machine learning internship,France
Blockchain Data Scientist Intern (f/m),La French Tech Taiwan,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/blockchain-data-scientist-intern-f-m-at-la-french-tech-taiwan-4318322662,https://media.licdn.com/dms/image/v2/C560BAQFO9YP67Hp2sA/company-logo_100_100/company-logo_100_100/0/1675332370314/frenchtech_taiwan_logo?e=2147483647&v=beta&t=wrulvgjnOtZTTtFEatBry3Okrb3otSTkJ-F9mTan-CA,machine learning internship,France
"Machine learning / LLM Internship (6 months, Hybrid, French Alps)",Alternative Macro Signals,"Chamonix-Mont-Blanc, Auvergne-Rhône-Alpes, France",https://fr.linkedin.com/jobs/view/machine-learning-llm-internship-6-months-hybrid-french-alps-at-alternative-macro-signals-4302384122,https://media.licdn.com/dms/image/v2/C4D0BAQEsCe0dk51U4g/company-logo_100_100/company-logo_100_100/0/1630509898338?e=2147483647&v=beta&t=lb_D_euIsOJpCVbEQJh8-cbrZDsuv5TGvW50jWNdBQI,machine learning internship,France
Data Scientist Intern,Dataiku,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/data-scientist-intern-at-dataiku-4305347501,https://media.licdn.com/dms/image/v2/D4E0BAQF79J2ze0Dr_Q/company-logo_100_100/B4EZeifTFHHcAY-/0/1750777803580/dataiku_logo?e=2147483647&v=beta&t=r8C8V2uyoiwCaf_TGFArMWdqvI82qV-yig2MmhwEz0k,machine learning internship,France
Data Scientist Internship - End of studies - January 2026 (6 months),Shift Technology,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/data-scientist-internship-end-of-studies-january-2026-6-months-at-shift-technology-4298736432,https://media.licdn.com/dms/image/v2/C4E0BAQHyhZz2XHnAhg/company-logo_100_100/company-logo_100_100/0/1647368280510/shift_technology_logo?e=2147483647&v=beta&t=tXqeeOwXma1EcK5QNV64JNmTq6xu6dtvZb85LMo5NyU,machine learning internship,France
Internship in statistical genetics,Ensimag Alumni,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/internship-in-statistical-genetics-at-ensimag-alumni-4297924918,https://media.licdn.com/dms/image/v2/D4D0BAQED0rdsnZozLA/company-logo_100_100/company-logo_100_100/0/1707231333774/ensimag_alumni_logo?e=2147483647&v=beta&t=Q4r5XvNSBClXDyUPMpimAO4rf74DrII6cVz3Rev_9Xc,machine learning internship,France
Stage Intelligence Artificielle - IT (H/F) - Canada,EIC - Experience Internship Canada,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-intelligence-artificielle-it-h-f-canada-at-eic-experience-internship-canada-4316293232,https://media.licdn.com/dms/image/v2/D4E0BAQGXY7qnCo_L8w/company-logo_100_100/B4EZY_yCeuG0AQ-/0/1744826804461/experience_internship_canada_logo?e=2147483647&v=beta&t=83yonKe2EfZd-JOJC4JF4UlMZper6c2JdrwpDJbiNQ4,machine learning internship,France
Stage Ingénieur en Deep Learning - IT (H/F) - Canada,EIC - Experience Internship Canada,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-ing%C3%A9nieur-en-deep-learning-it-h-f-canada-at-eic-experience-internship-canada-4316282378,https://media.licdn.com/dms/image/v2/D4E0BAQGXY7qnCo_L8w/company-logo_100_100/B4EZY_yCeuG0AQ-/0/1744826804461/experience_internship_canada_logo?e=2147483647&v=beta&t=83yonKe2EfZd-JOJC4JF4UlMZper6c2JdrwpDJbiNQ4,machine learning internship,France
"Research Scientist Intern, Representation Learning",Meta,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/research-scientist-intern-representation-learning-at-meta-4311947502,https://media.licdn.com/dms/image/v2/D560BAQHBmbxCDP0JQQ/company-logo_100_100/B56ZlkdQSaI8AQ-/0/1758327015620/meta_logo?e=2147483647&v=beta&t=wKpKTUGAcanUzVRxCutYYO3NJ_Etr5c4n2AbPyOu260,machine learning internship,France
